_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,label
98801,7315,74188,do you want new wave or do you want the soft pink truth?,the soft pink truth,2004,do you want new wave or do you want the soft pink truth?,the soft pink truth/the soft pink truth,2004,1
279131,14965,151971,in the house,tensnake,2010,in the house,shapeshifters/shapeshifters,2008,0
591030,19486,692346,into unknown depths,harassor,2014,into unknown depths,harassor/harassor,2014,1
222624,21771,1049963,day of the dead,various artists,2016,day of the dead,various/various,2016,1
289083,2262,107480,agony part 1,delarosa and asora,2001,agony part 1,delarosa & asora/delarosa & asora,2000,1
297256,16236,56664,i love you,jason urick,2012,i love you,benny sings/benny sings,2005,0
314543,21028,554352,tug of war,paul mccartney,1982/2015,tug of war,carly rae jepsen/carly rae jepsen,2008,0
415037,7825,161226,heaven's pregnant teens,some girls,2006,heaven's pregnant teens,some girls (3)/some girls (3),2006,1
165664,6103,401171,sleeps with fishes,on fillmore,2004,sleeps with fishes,on fillmore/on fillmore,2004,1
397898,8036,148792,the illusion of safety,thrice,2002,the illusion of safety,thrice/thrice,2002,1
467744,10114,247701,eccentric soul: twinight's lunar rotation,various artists,2007,eccentric soul: twinight's lunar rotation,various/various,2007,1
389736,3361,29789,codex teenage premonition,fire engines,2005,codex teenage premonition,the fire engines/the fire engines,2005,1
437558,5831,51128,the future is now,non phixion,2002,the future is now,non phixion/non phixion,2002,1
200733,9642,45881,tha blue carpet treatment,snoop dogg,2006,tha blue carpet treatment,snoop dogg/snoop dogg,2006,1
504343,13816,454112,setting the paces,boat,2009,setting the paces,boat/boat,2009,1
377160,12234,798291,all the way,growing,2008,all the way,miroslav vrlik/miroslav vrlik,2015,0
471149,4553,280838,on my way,ben kweller,2004,on my way,tuxedo (2)/tuxedo (2),2010,0
603777,16319,426634,blood for the master,goatwhore,2012,blood for the master,goatwhore/goatwhore,2012,1
416067,11570,521186,flight of the knife,bryan scary,2008,flight of the knife,bryan scary & the shredding tear/bryan scary & the shredding tear,2008,1
509789,13245,781225,wait for me,moby,2009,wait for me,zita swoon/zita swoon,2012,0
574353,20260,279294,the long goodbye,an autumn for crippled children,2015,the long goodbye,ronan keating/ronan keating,2003,0
139433,4014,562356,the ultimate collection,billie holiday,2005,the ultimate collection,julie london/julie london,2006,0
354116,3385,62352,recordings of music for film,vincent gallo,2002,recordings of music for film,vincent gallo/vincent gallo,2002,1
115977,15160,366237,the big roar,the joy formidable,2011,the big roar,the joy formidable/the joy formidable,2011,1
63526,4350,200520,the ultimate collection,michael jackson,2004,the ultimate collection,madonna,2000,0
22720,87,63075,aix em klemm,aix em klemm,2000,aix em klemm,aix em klemm/aix em klemm,2000,1
324949,14621,1061654,the last call,playboy tre,2010,the last call,stefan morén/stefan morén,2005,0
235134,5272,281676,live in japan,the microphones,2004,live in japan,stacie orrico/stacie orrico,2004,0
154076,9093,81589,the sun awakens,six organs of admittance,2006,the sun awakens,six organs of admittance/six organs of admittance,2006,1
147300,12944,189670,mean everything to nothing,manchester orchestra,2009,mean everything to nothing,manchester orchestra,2009,1
303720,9538,374716,be still please,portastatic,2006,be still please,portastatic/portastatic,2006,1
447525,17736,533208,the 20/20 experience,justin timberlake,2013,the 20/20 experience,justin timberlake/justin timberlake,2013,1
198558,15726,393261,don't act like you don't care,luke temple,2011,don't act like you don't care,luke temple/luke temple,2011,1
117161,18142,550844,the ways we separate,beacon,2013,the ways we separate,beacon (4)/beacon (4),2013,1
269329,18483,597943,stay / true ep,fort romeau,2013,stay / true ep,fort romeau/fort romeau,2013,1
62007,21306,930072,the ties that bind: the river collection,bruce springsteen,1980/2015,the ties that bind: the river collection,bruce springsteen,2015,1
469239,20007,757785,flesh and machine,daniel lanois,2014,flesh and machine,daniel lanois/daniel lanois,2014,1
310805,5148,862664,bring it back,mates of state,2006,bring it back,marcel woods/marcel woods/vanbot/vanbot,2013,0
138344,9922,527519,out of the blue,electric light orchestra,1977/2007,out of the blue,in cahoots/in cahoots/phil miller/phil miller,2001,0
571214,9258,266428,putting the days to bed,the long winters,2006,putting the days to bed,the long winters,2006,1
155433,9367,225754,gravity won't get you high,the grates,2006,gravity won't get you high,the grates/the grates,2006,1
146725,22645,1099240,darkness and light,john legend,2016,darkness and light,john legend,2016,1
359917,9913,477941,the early years,the early years,2007,the early years,madonna/otto von wernherr,2001,0
306361,15509,411829,earth sound system,jackie-o motherfucker,2011,earth sound system,jackie o motherfucker/jackie o motherfucker,2011,1
635336,16229,414198,earth has doors,wymond miles,2012,earth has doors,wymond miles/wymond miles,2012,1
262382,2137,27058,human after all,daft punk,2005,human after all,daft punk/daft punk,2005,1
78029,5807,184711,(it (is) it) critical band,90 day men,2000,(it (is) it) critical band,90 day men/90 day men,2000,1
484576,6718,833768,"gunpowder, treason and plot",red monkey,2001,"gunpowder, treason and plot",wegrowbeards,2011,0
421287,15948,476082,follow your heart,cubic zirconia,2011,follow your heart,freaks jam/freaks jam/rudeejay/rudeejay,2010,0
326822,5709,1067856,the lost tapes,nas,2002,the lost tapes,david glen eisley/david glen eisley,2001,0
376495,17718,521870,dreaming in key,applescal,2013,dreaming in key,applescal/applescal,2013,1
532181,19665,239517,trouble in paradise,la roux,2014,trouble in paradise,bj cole/bj cole,2004,0
139609,22669,1000514,out of time,r.e.m.,1991/2016,out of time,nobody's fool (2)/nobody's fool (2),2016,0
664600,14171,461055,guitar el chark,omar khorshid,2010,guitar el chark,omar khorshid/omar khorshid,2010,1
355142,10140,186362,brand new towns,robert gomez,2007,brand new towns,robert gomez/robert gomez,2007,1
567029,7726,1042748,the early years,sparrow,2005,the early years,fleetwood mac/fleetwood mac,2007,0
344766,10346,731143,playtime is over,wiley,2007,playtime is over,nicki minaj/nicki minaj,2007,0
137465,22586,1131986,trap or die 3,jeezy,2016,trap or die 3,young jeezy/young jeezy,2016,1
470539,8329,32791,all that you can't leave behind,u2,2000,all that you can't leave behind,u2/u2,2000,1
263786,7192,133926,the way i feel today,six by seven,2002,the way i feel today,six by seven/six by seven,2002,1
571447,21469,955428,we are king,king,2016,we are king,king (23),2016,0
482615,13214,322838,american central dust,son volt,2009,american central dust,son volt/son volt,2009,1
79168,100,32654,one day i'll be on time,the album leaf,2001,one day i'll be on time,the album leaf/the album leaf,2001,1
621620,2616,572570,give me all your money,doris henson,2005,give me all your money,ado & montorsi/ado & montorsi,2006,0
113528,13721,1069425,live in new york,the doors,2009,live in new york,cortex (17)/cortex (17),2016,0
537722,101,1653,in a safe place,the album leaf,2004,in a safe place,the album leaf/the album leaf,2004,1
548118,12234,1115331,all the way,growing,2008,all the way,justin hayward,2016,0
597416,17178,507889,dept. of disappearance,jason lytle,2012,dept. of disappearance,jason lytle/jason lytle,2012,1
97607,22508,1075675,every now & then,jagwar ma,2016,every now & then,jagwar ma/jagwar ma,2016,1
626423,1976,937905,but then again,various artists,2004,but then again,various/various,2004,1
585356,15596,345681,we must become the pitiless censors of ourselves,john maus,2011,we must become the pitiless censors of ourselves,john maus/john maus,2011,1
194722,7113,108304,"oh, inverted world",the shins,2001,"oh, inverted world",the shins/the shins,2001,1
12012,9658,238359,hell hath no fury,clipse,2006,hell hath no fury,civet/civet,2008,0
208279,18829,621002,terminal teen age,sick thoughts,2013,terminal teen age,sick thoughts,2013,1
252714,12589,155002,johnny cash remixed,various artists,2009,johnny cash remixed,johnny cash,2009,0
319795,10271,411874,the warmth of the sun,the beach boys,2007,the warmth of the sun,the beach boys/the beach boys,2007,1
338297,10783,686400,live from austin tx,david byrne,2007,live from austin tx,roy buchanan,2011,0
330739,12768,652082,"baby, they told us we would rise again",bloodkin,2009,"baby, they told us we would rise again",bloodkin/bloodkin,2009,1
206124,15627,357506,are you falling in love?,gold-bears,2011,are you falling in love?,gold-bears/gold-bears,2011,1
209328,19386,690603,metamodern sounds in country music,sturgill simpson,2014,metamodern sounds in country music,sturgill simpson,2014,1
249461,11686,606816,the best of,radiohead,2008,the best of,propaganda/propaganda,2013,0
397415,21667,1021166,long way home,lpsley,2016,long way home,ginny owens/ginny owens,2005,0
111075,8126,434197,lion destroyed the whole world,track star,2002,lion destroyed the whole world,track star/track star,2002,1
575530,3978,172036,honey for dinner,peggy honeywell,2004,honey for dinner,peggy honeywell/peggy honeywell,2001,1
654497,13585,189106,tribute to the sun,luciano,2009,tribute to the sun,luciano/luciano,2009,1
376974,4307,186635,lost with the lights on,simon joyner,2004,lost with the lights on,simon joyner/simon joyner,2004,1
641935,14833,381405,live in japan,fenn o'berg,2010,live in japan,mad sin/mad sin,2006,0
409989,17523,518990,regions of light and sound of god,jim james,2013,regions of light and sound of god,jim james/jim james,2013,1
428932,13727,226324,stir the blood,the bravery,2009,stir the blood,the bravery/the bravery,2009,1
546261,4076,843394,i need you,ill lit,2004,i need you,friburn & urik/friburn & urik,2005,0
78481,15808,369085,a creature i don't know,laura marling,2011,a creature i don't know,laura marling/laura marling,2011,1
215771,16733,604837,the lost tapes,can,2012,the lost tapes,big brother & the holding company/big brother & the holding company,2008,0
502061,1933,5768,clicks & cuts 3,various artists,2002,clicks & cuts 3,various/various,2002,1
509874,13687,390093,shape of the shape,starless & bible black,2009,shape of the shape,starless & bible black/starless & bible black,2009,1
24288,14314,342379,assume crash position,konono n1,2010,assume crash position,konono nº1/konono nº1,2010,1
58244,16083,10504,live in new york,twilight singers,2011,live in new york,death in june/death in june,2006,0
485959,12544,252891,the effects of 333,black rebel motorcycle club,2008,the effects of 333,black rebel motorcycle club,2008,1
559700,15120,310242,let england shake,pj harvey,2011,let england shake,pj harvey/pj harvey,2011,1
544398,8946,176019,trust not those in whom without some touch of madness,thalia zedek,2004,trust not those in whom without some touch of madness,thalia zedek/thalia zedek,2004,1
255252,1698,119227,the ugly organ,cursive,2003,the ugly organ,cursive/cursive,2003,1
120262,7753,37473,here comes love,superpitcher,2004,here comes love,superpitcher/superpitcher,2004,1
478959,8404,658131,mgm endings: cellar door remixes,john vanderslice,2004,mgm endings: cellar door remixes,john vanderslice/john vanderslice,2004,1
388002,12788,468125,love's recurring dream,coloma,2009,love's recurring dream,coloma/coloma,2009,1
156227,18705,620820,the first and last days of unwelcome,lumbar,2013,the first and last days of unwelcome,lumbar/lumbar,2013,1
673624,19242,673737,music for robots,"squarepusher, z-machines",2014,music for robots,squarepusher/squarepusher/z-machines/z-machines,2014,1
637260,6921,389893,up all night,razorlight,2004,up all night,one direction,2011,0
571919,18963,657570,"home, like noplace is there",the hotelier,2014,"home, like noplace is there",the hotelier,2014,1
419504,4254,971097,one more in the cabin,jim and jennie and the pinetops,2002,one more in the cabin,jim and jennie and the pinetops/jim and jennie and the pinetops,2003,1
446293,4444,1125735,the big bang,king kong,2002,the big bang,dj wag,2000,0
532228,6538,192977,laced with romance,the ponys,2004,laced with romance,the ponys/the ponys,2003,1
50976,4441,478,the power to believe,king crimson,2003,the power to believe,king crimson/king crimson,2003,1
103054,5831,429313,the future is now,non phixion,2002,the future is now,dj spacecase/dj spacecase,1999,0
137936,20238,850696,live at third man records,parquet courts,2015,live at third man records,peter walker (4)/peter walker (4),2015,0
466916,11686,682193,the best of,radiohead,2008,the best of,youssou n'dour/youssou n'dour,2004,0
287181,11743,554611,the bloody hand,frog eyes,2002/2006,the bloody hand,frog eyes/frog eyes,2002,1
510767,21865,1005385,cut and paste,oscar,2016,cut and paste,oscar (90)/oscar (90),2016,1
316510,12248,52209,"peaceful, the world lays me down",noah and the whale,2008,"peaceful, the world lays me down",noah and the whale,2008,1
496143,16865,459488,pacific standard time,poolside,2012,pacific standard time,poolside/poolside,2012,1
236739,5668,516407,the very best of,men's recovery project,2005,the very best of,howard jones/howard jones,2003,0
542399,14666,278130,you are not alone,mavis staples,2010,you are not alone,wakkos/wakkos,2002,0
201921,2613,82470,cuts across the land,the duke spirit,2005,cuts across the land,the duke spirit/the duke spirit,2005,1
140667,14246,402137,night train ep,keane,2010,night train ep,neil landstrumm/neil landstrumm,2012,0
421488,19358,215140,do it again,"ryksopp, robyn",2014,do it again,back jack/back jack,2004,0
110,14183,221582,instant coffee baby,the wave pictures,2008,instant coffee baby,the wave pictures/the wave pictures,2008,1
260682,19412,723922,this machine kills artists,"buzz ""king buzzo"" osborne",2014,this machine kills artists,king buzzo/king buzzo,2014,1
575045,8121,145528,it all has to do with it,town and country,2000,it all has to do with it,town and country/town and country,2000,1
546592,2222,33274,new world observer,deadbeat,2005,new world observer,deadbeat/deadbeat,2005,1
493124,11604,107458,robert pollard is off to business,robert pollard,2008,robert pollard is off to business,robert pollard/robert pollard,2008,1
57878,13764,591500,renaissance: the mix collection,m.a.n.d.y.,2009,renaissance: the mix collection,gui boratto/gui boratto,2010,0
365243,5231,69163,from the vapor of gasoline,mercury program,2000,from the vapor of gasoline,the mercury program/the mercury program,2000,1
163092,10012,71362,out of the woods,tracey thorn,2007,out of the woods,tracey thorn/tracey thorn,2007,1
313613,16236,527095,i love you,jason urick,2012,i love you,dru hill/dru hill,2003,0
600158,13089,182673,the happiness project,charles spearin,2009,the happiness project,charles spearin/charles spearin,2009,1
470075,14035,140671,"one jug of wine, two vessels","bright eyes, neva dinova",2010,"one jug of wine, two vessels",bright eyes/bright eyes/neva dinova/neva dinova,2004,1
402783,21633,974764,all empires fall,tombs,2016,all empires fall,tombs,2016,1
647279,13565,152964,everything is new,jack peate,2009,everything is new,jack peñate/jack peñate,2009,1
38699,1021,231244,fool for love,paul burch,2003,fool for love,russell/russell,1999,0
5941,10163,214083,little pop rock,sister vanilla,2007,little pop rock,sister vanilla/sister vanilla,2007,1
155106,9316,570481,all this time,heartless bastards,2006,all this time,jonathan peters/jonathan peters,2004,0
163094,3765,553725,made in china,juliana hatfield,2005,made in china,china dub soundsystem/china dub soundsystem,2007,0
614436,21568,960729,livin' on a high note,mavis staples,2016,livin' on a high note,mavis staples,2016,1
653676,11722,35712,a hole is true,double leopards,2005,a hole is true,double leopards/double leopards,2005,1
395692,5001,865110,all the love i could find,low skies,2006,all the love i could find,low skies/low skies,2006,1
676037,3577,129135,back to mine,groove armada,2010,back to mine,liam howlett/liam howlett,2006,0
337676,20506,835938,why make sense?,hot chip,2015,why make sense?,hot chip/hot chip,2015,1
560623,16188,397001,iron balls of steel,loincloth,2012,iron balls of steel,loincloth/loincloth,2012,1
354943,12653,134619,7 trx + intermission,d. lissvik,2008,7 trx + intermission,dan lissvik/dan lissvik,2008,1
441875,17721,534810,the chronicles of marnia,marnie stern,2013,the chronicles of marnia,marnie stern/marnie stern,2013,1
112895,3386,777309,give it to her,gallygows,2001,give it to her,gallygows/gallygows,2000,1
251771,21325,970008,when it's dark out,g-eazy,2015,when it's dark out,g-eazy,2015,1
405361,7171,286088,we are your friends,simian,2002,we are your friends,justice (3)/justice (3)/simian/simian,2006,0
440052,4014,829177,the ultimate collection,billie holiday,2005,the ultimate collection,elaine paige/elaine paige,2014,0
106142,3032,1115121,live in japan,fennesz,2003,live in japan,esp (eric singer project),2007,0
383666,17906,1031223,top of the pops,art brut,2013,top of the pops,art brut,2013,1
420095,15587,345254,me doing standup,norm macdonald,2011,me doing standup,norm macdonald/norm macdonald,2011,1
74633,13992,241831,the brutalist bricks,ted leo and the pharmacists,2010,the brutalist bricks,ted leo / pharmacists/ted leo / pharmacists,2010,1
103569,2685,557507,back to me,kathleen edwards,2005,back to me,howie d./howie d.,2011,0
652555,7714,99941,lost in translation,various artists,2003,lost in translation,andy chatterley/andy chatterley/behrouz/behrouz,2008,0
554613,19116,1028356,love is here to stay,bo anders persson,2014,love is here to stay,kano (4)/kano (4)/katie pearl/katie pearl/terror danjah/terror danjah,2004,0
440191,15891,555223,ideas of distance,young man,2011,ideas of distance,young man (2)/young man (2),2011,1
561187,16710,445589,i like to keep myself in pain,kelly hogan,2012,i like to keep myself in pain,kelly hogan/kelly hogan,2012,1
656639,20606,600050,the real thing,faith no more,1989/2015,the real thing,vanessa williams/vanessa williams,2009,0
129113,22418,1060028,hard ii love,usher,2016,hard ii love,usher/usher,2016,1
666752,22092,1057921,live at third man records,scharpling & wurster,2016,live at third man records,blitzen trapper/blitzen trapper,2016,0
494629,11021,55169,death is this communion,high on fire,2007,death is this communion,high on fire/high on fire,2007,1
449612,10945,380499,i wanna go backwards,robyn hitchcock,2007,i wanna go backwards,robyn hitchcock/robyn hitchcock,2007,1
326031,9779,52380,my heart has a wish that you would not go,aereogramme,2007,my heart has a wish that you would not go,aereogramme/aereogramme,2007,1
443936,5668,655462,the very best of,men's recovery project,2005,the very best of,grin/nils lofgren,1999,0
238509,10044,466199,the far now,david kilgour,2007,the far now,david kilgour/david kilgour,2007,1
170739,13276,187559,he was king,felix da housecat,2009,he was king,felix da housecat/felix da housecat,2009,1
544556,17820,189405,machineries of joy,british sea power,2013,machineries of joy,various/various,2000,0
377327,21865,750346,cut and paste,oscar,2016,cut and paste,spraynard/spraynard,2010,0
4762,16613,976590,into the trees,one little plane,2012,into the trees,zoë keating/zoë keating,2010,0
609219,18947,653283,hardcore traxx: dance mania records 1986-1997,various artists,2014,hardcore traxx: dance mania records 1986-1997,various/various,2014,1
217808,2703,291041,the invisible man,mark eitzel,2003,the invisible man,h.g. wells/h.g. wells,2006,0
275974,21513,1026135,big black coat,junior boys,2016,big black coat,junior boys,2016,1
466403,17873,558807,the plain where the palace stood,david grubbs,2013,the plain where the palace stood,david grubbs/david grubbs,2013,1
325106,22092,649395,live at third man records,scharpling & wurster,2016,live at third man records,jack johnson/jack johnson,2013,0
144124,17734,595548,social experiment 003,art department,2013,social experiment 003,art department (2)/art department (2),2012,1
87263,1501,263295,the ghost of fashion,clem snide,2001,the ghost of fashion,clem snide/clem snide,2001,1
273496,2373,34981,the private press,dj shadow,2002,the private press,dj shadow/dj shadow,2002,1
170331,14486,385886,that's how we burn,jaill,2010,that's how we burn,jaill/jaill,2010,1
5805,14120,241843,true love cast out all evil,"roky erickson, okkervil river",2010,true love cast out all evil,okkervil river/okkervil river/roky erickson/roky erickson,2010,1
135636,6356,1141785,you are here,+/-,2003,you are here,field mouse/field mouse,2010,0
288021,19579,775886,what moon things,what moon things,2014,what moon things,what moon things/what moon things,2014,1
280470,10355,280456,colour it in,the maccabees,2007,colour it in,the maccabees/the maccabees,2007,1
523259,7837,68730,this is stunt rock volume three,stunt rock,2005,this is stunt rock volume three,stunt rock/stunt rock,2006,1
217130,19548,682063,most messed up,old 97's,2014,most messed up,old 97's/old 97's,2014,1
357103,11379,206384,don't stop: recording tap,various artists,2008,don't stop: recording tap,various/various,2008,1
639496,17567,527210,the house at sea,amor de das,2013,the house at sea,amor de días/amor de días,2013,0
469151,19819,741240,dark space iii i,darkspace,2014,dark space iii i,darkspace/darkspace,2014,1
124546,9853,176362,settle down city,young widows,2006,settle down city,young widows/young widows,2006,1
186538,12201,12380,the rex the dog show,rex the dog,2008,the rex the dog show,rex the dog/rex the dog,2008,1
446060,21667,468148,long way home,lpsley,2016,long way home,dokken,2002,0
660681,21729,989023,don't look down,mr. lif,2016,don't look down,mr. lif,2016,1
195525,9696,407719,complete a and b sides 1963-1970,dusty springfield,2006,complete a and b sides 1963-1970,dusty springfield/dusty springfield,2006,1
443843,22016,858922,into the light,marisa anderson,2016,into the light,infinity frequencies,2015,0
641214,18689,592725,free your mind,cut copy,2013,free your mind,groove junkies/groove junkies,2007,0
310292,10012,119124,out of the woods,tracey thorn,2007,out of the woods,seelenluft/seelenluft/the silvercity-bob orchestra/the silvercity-bob orchestra,2002,0
302386,6921,404160,up all night,razorlight,2004,up all night,alex clare (2)/alex clare (2),2011,0
290885,40,173783,rock n roll,ryan adams,2003,rock n roll,mark farina (2)/mark farina (2),2007,0
309243,16471,424383,pink friday: roman reloaded,nicki minaj,2012,pink friday: roman reloaded,nicki minaj/nicki minaj,2012,1
590440,15202,348425,as high as the highest heavens and from the center to the circumference of the earth,true widow,2011,as high as the highest heavens and from the center to the circumference of the earth,true widow/true widow,2011,1
33231,8519,454910,"lovers, lead the way!",viva voce,2003,"lovers, lead the way!",viva voce/viva voce,2003,1
211228,5072,157542,know your enemy,manic street preachers,2001,know your enemy,green day,2009,0
369447,3457,20637,you can't fight what you can't see,girls against boys,2002,you can't fight what you can't see,girls against boys/girls against boys,2002,1
147459,22290,1058061,the end of comedy,drugdealer,2016,the end of comedy,drugdealer,2016,1
575892,10478,86420,i put a record on,gudrun gut,2007,i put a record on,gudrun gut/gudrun gut,2007,1
449572,9656,50820,(a) senile animal,melvins,2006,(a) senile animal,melvins/melvins,2006,1
238071,18299,578882,pura vida conspiracy,gogol bordello,2013,pura vida conspiracy,gogol bordello/gogol bordello,2013,1
48788,6088,58591,no more wig for ohio,odd nosdam,2003,no more wig for ohio,odd nosdam/odd nosdam,2003,1
607935,8967,92275,a life without fear,ekkehard ehlers,2006,a life without fear,ekkehard ehlers/ekkehard ehlers,2006,1
418900,5996,137162,each one teach one,oneida,2002,each one teach one,oneida/oneida,2002,1
485728,19914,758307,so it is with us,horse feathers,2014,so it is with us,horse feathers,2014,1
333677,5668,940249,the very best of,men's recovery project,2005,the very best of,lee ritenour/lee ritenour,2003,0
578685,9419,483358,the letting go,bonnie prince billy,2006,the letting go,hexakai dekagon/hexakai dekagon,2012,0
535698,1614,39540,when i was cruel,elvis costello,2002,when i was cruel,elvis costello/elvis costello,2002,1
42265,839,2141,the campfire headphase,boards of canada,2005,the campfire headphase,boards of canada,2005,1
15979,11686,565779,the best of,radiohead,2008,the best of,gabin/gabin,2012,0
95940,12234,1065414,all the way,growing,2008,all the way,etta james/etta james,2006,0
101288,2920,521553,the waiting room,emanon,2005,the waiting room,l'usine/l'usine,2013,0
269330,21435,962368,principe del norte,prins thomas,2016,principe del norte,prins thomas/prins thomas,2016,1
580577,22092,485416,live at third man records,scharpling & wurster,2016,live at third man records,the black lips/the black lips,2012,0
199648,21599,960594,life of pause,wild nothing,2016,life of pause,wild nothing/wild nothing,2016,1
20911,10072,123924,because of the times,kings of leon,2007,because of the times,kings of leon,2007,1
113994,12892,241119,inside your guitar,it hugs back,2009,inside your guitar,it hugs back/it hugs back,2009,1
172972,11413,435078,the secret life,new bloods,2008,the secret life,new bloods/new bloods,2008,1
379965,21414,956256,breadwoman & other tales,"anna homler, steve moshier",2016,breadwoman & other tales,anna homler/anna homler/steve moshier/steve moshier,2016,1
347927,8116,3917,in the fishtank,"tortoise, the ex",1999,in the fishtank,the ex/the ex/tortoise/tortoise,1999,1
543084,5032,127937,back to the front,the magic band,2003,back to the front,t. pulse/t. pulse,2006,0
667452,9667,171331,the beatific visions,brakes,2006,the beatific visions,brakes/brakes,2006,1
68474,11182,207704,glory hope mountain,the acorn,2008,glory hope mountain,the acorn/the acorn,2007,1
566552,13529,192932,in and out of control,the raveonettes,2009,in and out of control,the raveonettes/the raveonettes,2009,1
500917,11371,24368,you are here,south,2008,you are here,nathan fake/nathan fake,2007,0
462280,14127,237637,righteous fists of harmony,daedelus,2010,righteous fists of harmony,daedelus/daedelus,2010,1
367777,3536,119150,standing in the way of control,gossip,2006,standing in the way of control,the gossip/the gossip,2005,1
29627,11641,291636,songs about the ocean,high water marks,2004,songs about the ocean,the high water marks/the high water marks,2004,1
417597,18737,615291,the constant one,iron chic,2013,the constant one,iron chic/iron chic,2013,1
636345,17552,512045,we are the 21st century ambassadors of peace & magic,foxygen,2013,we are the 21st century ambassadors of peace & magic,foxygen,2013,1
424973,21954,1017064,black terry cat,xenia rubinos,2016,black terry cat,xenia rubinos,2016,1
653339,9152,44430,happy new year,oneida,2006,happy new year,edward ka-spel/edward ka-spel,2005,0
583245,21784,999438,i hear you,arbor labor union,2016,i hear you,arbor labor union/arbor labor union,2016,1
151351,2034,115366,the dfa remixes: chapter one,various artists,2006,the dfa remixes: chapter one,the dfa/the dfa,2006,0
608041,13406,179659,a slave's commitment,applescal,2009,a slave's commitment,applescal/applescal,2009,1
596498,253,545511,live in chicago,the apples in stereo,2000,live in chicago,stevie nicks/stevie nicks,2008,0
467098,3998,489672,signal to noise,robert henke,2004,signal to noise,robert henke/robert henke,2004,1
459821,10940,56680,saw a halo,mouthus,2007,saw a halo,mouthus/mouthus,2007,1
372761,16260,431368,feel the sound,imperial teen,2012,feel the sound,imperial teen/imperial teen,2012,1
665000,10087,6943,the undisputed truth,brother ali,2007,the undisputed truth,brother ali/brother ali,2007,1
29449,13809,391576,by the throat,ben frost,2009,by the throat,pretty girls make graves/pretty girls make graves,2002,0
661584,13616,61362,waiting for you,king midas sound,2009,waiting for you,seal,2003,0
63694,21718,1005966,the dream is over,pup,2016,the dream is over,pup (3),2016,1
603179,15396,412673,back and 4th,various artists,2011,back and 4th,various/various,2011,1
251995,15658,680919,king of hearts,lloyd,2011,king of hearts,korby lenker,2007,0
636313,21884,1018736,a youthful dream,yung,2016,a youthful dream,yung (4),2016,1
142363,18155,555252,the child of lov,the child of lov,2013,the child of lov,the child of lov/the child of lov,2013,1
658157,17516,514656,anything in return,toro y moi,2013,anything in return,toro y moi/toro y moi,2013,1
583293,9706,999090,skin and bones,foo fighters,2006,skin and bones,flashy python/flashy python,2009,0
63525,4014,200520,the ultimate collection,billie holiday,2005,the ultimate collection,madonna,2000,0
578899,16345,465155,sorrow and extinction,pallbearer,2012,sorrow and extinction,pallbearer/pallbearer,2012,1
293394,7480,106510,silence is easy,starsailor,2003,silence is easy,starsailor/starsailor,2003,1
217044,17538,516198,the flower lane,ducktails,2013,the flower lane,ducktails/ducktails,2013,1
427965,15002,283117,blood bunny / black rabbit,the black heart procession,2010,blood bunny / black rabbit,the black heart procession/the black heart procession,2010,1
68562,4014,724467,the ultimate collection,billie holiday,2005,the ultimate collection,dennis deyoung/dennis deyoung,1999,0
497751,15705,363984,they came from the sky,human eye,2011,they came from the sky,human eye/human eye,2011,1
66849,302,20782,come to where i'm from,joseph arthur,2000,come to where i'm from,joseph arthur/joseph arthur,2000,1
328266,7809,393320,the carlton chronicles: not until the operation's through,south san gabriel,2005,the carlton chronicles: not until the operation's through,south san gabriel/south san gabriel,2005,1
546419,7826,83472,young dangerous heart,subtitle,2005,young dangerous heart,subtitle/subtitle,2005,1
13041,6907,48607,the world of arthur russell,arthur russell,2004,the world of arthur russell,arthur russell/arthur russell,2004,1
508753,16528,437227,what kind of world,brendan benson,2012,what kind of world,brendan benson/brendan benson,2012,1
451682,21073,885517,negative feedback resistor,destruction unit,2015,negative feedback resistor,destruction unit/destruction unit,2015,1
608724,20436,822524,this world is not enough,marching church,2015,this world is not enough,marching church/marching church,2015,1
499362,3744,114362,straight from the fridge,james hardway,2001,straight from the fridge,james hardway/james hardway,2001,1
18489,12533,240543,fire on corridor x,all the saints,2008,fire on corridor x,all the saints/all the saints,2008,1
89544,19810,733711,black moon spell,king tuff,2014,black moon spell,king tuff/king tuff,2014,1
41833,14745,693591,let me come home,broken records,2010,let me come home,limbeck,2005,0
95220,13112,156823,god help the girl,god help the girl,2009,god help the girl,god help the girl/god help the girl,2009,1
123930,14625,273176,body talk pt. 2,robyn,2010,body talk pt. 2,robyn/robyn,2010,1
593320,21826,990828,always strive and prosper,a$ap ferg,2016,always strive and prosper,asap ferg,2016,1
421532,9201,113629,the cool death of island raiders,the ohsees,2006,the cool death of island raiders,thee oh sees/thee oh sees,2006,1
146619,10783,420517,live from austin tx,david byrne,2007,live from austin tx,johnny cash,2005,0
85626,22132,39713,things fall apart,the roots,1999,things fall apart,the roots,1999,1
437040,1685,835713,death of the sun,cul de sac,2003,death of the sun,no tide/no tide,2015,0
485083,18222,568247,deceiver of the gods,amon amarth,2013,deceiver of the gods,amon amarth,2013,1
72669,3230,251141,spelled in bones,fruit bats,2005,spelled in bones,fruit bats/fruit bats,2005,1
660387,13625,198675,axe to fall,converge,2009,axe to fall,converge,2009,1
